2.784792180000000030e+02,1.462762694999999894e+03,7.215500490000000582e+02,1.525662108999999873e+03,2.751422119000000293e+03,5.188362304999999651e+03,1.432897948999999926e+03,1.064074706999999989e+03,5.492885740000000396e+02,1.496965576000000056e+03,3.846053711000000021e+03,4.095482910000000174e+03,4.444836914000000434e+03,8.860021359999999504e+02,5.220966797000000042e+03,5.087942382999999609e+03,2.773567382999999609e+03,5.476917480000000069e+03,6.863120117000000391e+03,2.844055420000000140e+03,6.518751952999999958e+03,1.259203027300000031e+04,7.451227539000000434e+03,9.924416992000000391e+03,1.350276171900000008e+04,1.214429785199999969e+04,7.845057617000000391e+03,1.142408886700000039e+04,1.042121484400000008e+04,1.341864160199999969e+04,1.099151269499999944e+04,7.885657226999999693e+03
6.991218259999999418e+02,1.883405273000000079e+03,1.142192626999999902e+03,1.293063965000000053e+03,2.536150391000000127e+03,4.955763672000000042e+03,1.200299805000000106e+03,1.484717284999999947e+03,4.875943599999999378e+02,1.513211426000000074e+03,3.613455565999999635e+03,3.880211182000000008e+03,4.212238769999999931e+03,1.189274292000000059e+03,4.988368164000000434e+03,4.855344238000000587e+03,2.641249268000000029e+03,5.244319335999999566e+03,6.630521972999999889e+03,2.611457275000000209e+03,6.286153809000000365e+03,1.235943261700000039e+04,7.218629394999999931e+03,9.691818359000000783e+03,1.327016406199999983e+04,1.191170019499999944e+04,7.612458984000000783e+03,1.119149121100000048e+04,1.018861718800000017e+04,1.318604394499999944e+04,1.075891503899999952e+04,7.653059081999998853e+03
8.097160639999999603e+02,2.002075683999999910e+03,1.252786865000000034e+03,1.110582763999999997e+03,2.353669433999999910e+03,4.773282715000000280e+03,1.017818541999999979e+03,1.575443115000000034e+03,3.764728390000000218e+02,1.330730225000000019e+03,3.430974121000000196e+03,3.697730224999999791e+03,4.029757811999999831e+03,1.022488524999999981e+03,4.788389647999999397e+03,4.655365722999999889e+03,2.429025878999999804e+03,5.044340820000000349e+03,6.430542969000000085e+03,2.411478516000000127e+03,6.086175780999999915e+03,1.215945312500000000e+04,7.018650390999999217e+03,9.491839844000000085e+03,1.307018456999999944e+04,1.171172070300000087e+04,7.412479980000000069e+03,1.099151171900000008e+04,1.000613671900000008e+04,1.298606445300000087e+04,1.055893554699999913e+04,7.453080077999999958e+03
9.573198240000000396e+02,2.049448242000000391e+03,1.400390625000000000e+03,1.093861693999999943e+03,2.429014160000000174e+03,4.756561522999999397e+03,1.074870972000000165e+03,1.651876952999999958e+03,3.522996219999999994e+02,1.407164061999999831e+03,3.488026854999999614e+03,3.773074950999999601e+03,4.098856445000000349e+03,1.098922363000000132e+03,4.787646484000000783e+03,4.654622559000000365e+03,2.423228027000000111e+03,5.043597655999999915e+03,6.429800780999999915e+03,2.410735595999999987e+03,6.085432617000000391e+03,1.215870996100000048e+04,7.017907715000000280e+03,9.491096680000000561e+03,1.306944140599999992e+04,1.171097851599999922e+04,7.411737304999999651e+03,1.099076953099999992e+04,1.006318847699999969e+04,1.298532128899999952e+04,1.055819238299999961e+04,7.452337401999999202e+03
9.917136230000000978e+02,2.175997069999999894e+03,1.434784423999999944e+03,1.016886901999999964e+03,2.580254394999999931e+03,4.742857909999999720e+03,1.181271117999999888e+03,1.777309081999999989e+03,1.639458620000000053e+02,1.557315430000000106e+03,3.638929688000000169e+03,3.924315185999999812e+03,4.249759277000000111e+03,1.249073607999999922e+03,4.561804688000000169e+03,4.428780761999999413e+03,2.197385742000000391e+03,4.817755859000000783e+03,6.203958007999999609e+03,2.184893555000000106e+03,5.859590820000000349e+03,1.193286718800000017e+04,6.792065429999999651e+03,9.265254882999999609e+03,1.284359960900000078e+04,1.148513574200000039e+04,7.185895019999999931e+03,1.076492675799999961e+04,1.008265136700000039e+04,1.275947851599999922e+04,1.033234960900000078e+04,7.226495117000000391e+03
1.976622924999999896e+03,1.544845215000000053e+03,1.384555053999999927e+03,2.515549316000000090e+03,1.015560547000000042e+03,4.854209960999999566e+03,1.699967041000000108e+03,1.135322143999999980e+03,2.187163329999999860e+03,6.107573240000000396e+02,2.777713623000000098e+03,2.195169922000000042e+03,2.667769042999999783e+03,1.230753661999999849e+03,5.416183594000000085e+03,4.982404784999999720e+03,3.919936522999999852e+03,5.371379882999999609e+03,6.880947265999999217e+03,3.745487060999999812e+03,6.469505859000000783e+03,1.256548925799999961e+04,7.392093750000000000e+03,9.791730469000000085e+03,1.347622168000000056e+04,1.210904394499999944e+04,7.862883789000000434e+03,1.139754882800000087e+04,9.557353515999999217e+03,1.339210058600000048e+04,1.096497168000000056e+04,7.803975585999999566e+03
1.854056029999999964e+03,1.478061400999999933e+03,1.263466918999999962e+03,2.386623535000000174e+03,1.025272827000000007e+03,4.728210938000000169e+03,1.575075438999999960e+03,1.014234009000000015e+03,2.064596435999999812e+03,4.881904299999999921e+02,2.701671143000000029e+03,2.347660400000000209e+03,2.820259766000000127e+03,1.108186768000000029e+03,5.291291992000000391e+03,4.857513184000000365e+03,3.791010742000000391e+03,5.246488280999999915e+03,6.756055664000000434e+03,3.620595459000000574e+03,6.344614257999999609e+03,1.244059765599999992e+04,7.243346679999999651e+03,9.655278319999999439e+03,1.335133007800000087e+04,1.196029687500000000e+04,7.737992187999999260e+03,1.127265722699999969e+04,9.420900390999999217e+03,1.326720898400000078e+04,1.084008007800000087e+04,7.655227539000000434e+03
1.913314453000000185e+03,1.603817749000000049e+03,1.327344360000000052e+03,2.187541748000000098e+03,9.791523439999999709e+02,4.529288085999999566e+03,1.371959228999999823e+03,1.090164551000000074e+03,2.123854735999999775e+03,5.519288940000000139e+02,2.505959717000000182e+03,2.301539795000000140e+03,2.774139160000000174e+03,1.167796386999999868e+03,5.088176269999999931e+03,4.654396972999999889e+03,3.591928711000000021e+03,5.043372559000000365e+03,6.552939940999999635e+03,3.417479492000000391e+03,6.141498534999999720e+03,1.223748144499999944e+04,7.040230956999998853e+03,9.456355469000000085e+03,1.314821386700000039e+04,1.175718066399999952e+04,7.534876465000000280e+03,1.106954101599999922e+04,9.221977538999999524e+03,1.306409277300000031e+04,1.063696386700000039e+04,7.452111815999999635e+03
1.795819580000000087e+03,1.464217529000000013e+03,1.199797118999999839e+03,2.212714110999999775e+03,1.153388306000000057e+03,4.564846190999999635e+03,1.397131836000000021e+03,9.505642699999999650e+02,2.006360106999999971e+03,4.299540709999999990e+02,2.635103516000000127e+03,2.480777832000000217e+03,2.953376952999999958e+03,1.049950438999999960e+03,5.113348632999999609e+03,4.679569335999999566e+03,3.617101074000000153e+03,5.068544922000000042e+03,6.578112304999999651e+03,3.442651854999999614e+03,6.166670897999999397e+03,1.226265429699999913e+04,7.065403320000000349e+03,9.491913086000000476e+03,1.317338671900000008e+04,1.178235351599999922e+04,7.560048827999999958e+03,1.109471386700000039e+04,9.351121094000000085e+03,1.308926562500000000e+04,1.066213671900000008e+04,7.477284179999999651e+03
1.687941894999999931e+03,1.356403563999999960e+03,1.091983154000000013e+03,2.187249022999999852e+03,1.199789428999999927e+03,4.708770996000000196e+03,1.446757080000000087e+03,8.427503050000000258e+02,1.898482178000000204e+03,3.220762629999999831e+02,2.761380858999999873e+03,2.479390380999999707e+03,2.951989746000000196e+03,9.420726319999999987e+02,5.229783202999999958e+03,4.796003905999999915e+03,3.591636229999999614e+03,5.184979492000000391e+03,6.694546875000000000e+03,3.465681640999999672e+03,6.283105469000000085e+03,1.237908886700000039e+04,7.181837890999999217e+03,9.632477538999999524e+03,1.328982128899999952e+04,1.189878808600000048e+04,7.676483398000000307e+03,1.121114843800000017e+04,9.477398438000000169e+03,1.320570019499999944e+04,1.077857128899999952e+04,7.593718750000000000e+03
